0;703;16;false;16;false;64;false;16;false;true;true;true;true;182
0;78;64;true;64;true;64;true;64;true;false;true;false;true;3100
0;948;64;true;256;true;64;true;64;true;true;true;false;true;188
0;1109;16;false;16;false;16;false;16;false;true;true;true;true;250
0;245;64;false;64;false;16;false;64;false;true;true;true;true;183
0;928;256;true;256;true;256;true;256;false;true;true;false;true;1930
0;516;4;false;16;false;4;false;4;false;true;true;false;false;1250
0;1028;16;false;64;false;16;false;16;false;true;true;true;false;116
0;1097;4;false;64;true;64;true;64;true;true;true;false;true;500
0;348;64;true;16;false;16;false;16;false;true;true;false;true;1370
0;1028;16;false;64;false;16;false;16;false;true;true;false;false;2400
0;1110;16;false;16;false;64;false;16;false;true;true;false;true;1860
0;1020;16;false;64;false;16;false;16;false;true;true;false;false;2000
0;972;16;false;16;false;256;false;16;false;false;true;true;false;1160
0;153;64;false;16;false;16;false;16;false;true;true;false;true;2370
0;1109;16;false;16;false;16;false;16;false;true;true;false;true;292
0;1223;64;false;256;false;64;false;64;false;true;true;true;true;174
0;78;64;true;64;true;64;true;64;true;false;true;true;true;218
0;153;64;false;16;false;16;false;16;false;true;true;true;true;183
0;996;4;false;4;false;256;false;4;false;true;true;true;false;188
0;883;64;false;256;true;64;false;64;false;true;true;true;false;182
0;1020;16;false;64;false;16;false;16;false;true;true;true;false;173
0;1259;16;false;16;false;16;false;256;false;true;true;false;false;2070
0;728;16;false;16;false;16;false;64;true;true;true;false;true;640
0;1223;64;false;256;false;64;false;64;false;true;true;false;true;1000
0;516;4;false;64;true;4;false;4;false;true;true;false;true;670
0;201;16;true;16;true;16;true;64;true;true;false;true;true;183
0;399;64;true;64;false;64;false;64;false;true;true;true;false;1160
0;213;16;false;16;false;16;false;256;false;true;true;false;true;750
0;753;64;true;64;true;64;true;64;false;true;true;false;true;1950
0;834;64;false;16;true;16;true;16;true;true;true;false;true;288
0;810;256;true;16;true;16;true;16;true;true;true;false;true;1810
0;753;4;false;4;false;256;false;4;false;true;true;true;true;158
0;1259;64;false;256;false;64;false;64;false;true;true;true;false;183
0;165;256;false;64;false;64;false;64;false;true;true;true;true;212
0;398;64;false;64;false;4;false;64;false;true;true;true;true;740
0;1097;64;false;16;false;16;false;16;false;true;true;false;true;292
0;1211;16;false;16;false;16;false;16;false;true;true;false;true;560
0;386;64;true;64;true;64;true;64;true;true;true;false;true;680
0;1097;64;false;16;false;16;false;16;false;true;true;true;true;218
0;928;16;true;16;true;16;true;64;true;true;true;false;true;182
0;948;16;false;16;false;16;false;256;false;true;true;false;true;1110
0;237;64;false;16;false;16;false;16;false;true;true;false;true;3100
0;1211;16;false;16;false;16;false;16;false;true;true;true;true;183
0;691;16;false;16;false;16;false;64;true;true;true;false;true;880
0;237;64;false;16;false;16;false;16;false;true;true;true;true;292
0;936;256;true;256;true;256;true;256;false;true;true;false;true;1770
0;1259;16;false;16;false;16;false;256;false;true;true;true;false;190
0;948;64;false;64;true;64;false;64;false;true;true;false;true;1050
0;237;64;false;64;false;256;false;64;false;false;true;true;true;183
0;1223;64;true;64;true;256;true;64;true;true;true;false;true;1030
0;213;16;false;16;false;64;false;16;false;true;true;true;false;830
